Analysis,Model 2 AUC,Model 7 AUC,ΔAUC,ΔAUC 95% CI,p
14.3 SMA-excluded (n=52),0.642 [0.496–0.788],0.973 [0.885–0.997],+0.331,+0.192 to +0.481,0.0000
